InvoiceNo,InvoiceDate,CustomerID,Country,StockCode,Category,Quantity,UnitPrice,Revenue
C506612,2023-05-13,11712,United Kingdom,P0221,Clothing,3,40.63,121.89
C501703,2023-05-13,10437,United Kingdom,P0252,Books,3,11.93,35.79
C506612,2023-05-13,11712,United Kingdom,P0099,Pet Supplies,6,40.01,240.06
C506612,2023-05-13,11712,United Kingdom,P0236,Jewelry,1,40.54,40.54
C505657,2023-05-13,11442,France,P0187,Toys,1,10.87,10.87
C505657,2023-05-13,11442,France,P0075,Electronics,2,7.18,14.36
C505657,2023-05-13,11442,France,P0181,Tools,2,10.38,20.76
C508904,2023-05-13,12305,United Kingdom,P0093,Jewelry,5,13.41,67.05
C506612,2023-05-13,11712,United Kingdom,P0039,Health,4,37.46,149.84
C506612,2023-05-13,11712,United Kingdom,P0053,Music,5,7.95,39.75
C506612,2023-05-13,11712,United Kingdom,P0127,Automotive,5,13.28,66.4
C508904,2023-05-13,12305,United Kingdom,P0358,Home & Garden,4,23.33,93.32
C501666,2023-05-14,10428,United Kingdom,P0266,Music,1,49.85,49.85
C504515,2023-05-14,11149,United Kingdom,P0180,Sports & Outdoors,2,19.31,38.62
C504125,2023-05-14,11042,Germany,P0018,Food & Grocery,1,8.1,8.1
C509402,2023-05-14,12440,United Kingdom,P0104,Electronics,1,53.85,53.85
C500834,2023-05-14,10230,United Kingdom,P0144,Food & Grocery,6,38.69,232.14
C502559,2023-05-14,10658,Germany,P0039,Health,3,37.2,111.6
C504515,2023-05-14,11149,United Kingdom,P0242,Music,5,49.19,245.95
C500834,2023-05-14,10230,United Kingdom,P0372,Office,2,9.55,19.1
C501666,2023-05-14,10428,United Kingdom,P0079,Music,5,21.39,106.95
C504819,2023-05-14,11230,France,P0393,Baby,2,9.67,19.34
C504819,2023-05-14,11230,France,P0286,Home & Garden,3,4.45,13.35
C502282,2023-05-14,10585,United Kingdom,P0038,Home & Garden,1,12.92,12.92
C501666,2023-05-14,10428,United Kingdom,P0366,Jewelry,6,20.13,120.78
C500834,2023-05-14,10230,United Kingdom,P0013,Health,6,26.04,156.24
C501666,2023-05-14,10428,United Kingdom,P0183,Clothing,3,15.85,47.55
C500834,2023-05-14,10230,United Kingdom,P0191,Health,2,12.14,24.28
C507819,2023-05-14,12030,United Kingdom,P0069,Jewelry,6,4.16,24.96
C502900,2023-05-14,10741,Germany,P0049,Jewelry,3,29.58,88.74
C501666,2023-05-14,10428,United Kingdom,P0319,Beauty,1,2.99,2.99
C502900,2023-05-14,10741,Germany,P0091,Books,5,38.24,191.2
C508444,2023-05-14,12184,United Kingdom,P0241,Toys,5,86.5,432.5
C501011,2023-05-14,10277,France,P0088,Books,5,8.97,44.85
C507819,2023-05-14,12030,United Kingdom,P0399,Home & Garden,3,15.89,47.67
C507416,2023-05-14,11917,Germany,P0095,Beauty,2,10.05,20.1
C508843,2023-05-14,12287,United Kingdom,P0029,Music,5,9.1,45.5
C506810,2023-05-14,11762,France,P0178,Home & Garden,1,18.15,18.15
C507416,2023-05-14,11917,Germany,P0376,Music,6,22.57,135.42
C500083,2023-05-14,10019,United Kingdom,P0040,Health,6,21.53,129.18
C505055,2023-05-14,11290,United Kingdom,P0142,Music,6,24.78,148.68
C509569,2023-05-14,12487,France,P0006,Pet Supplies,5,6.61,33.05
C504464,2023-05-14,11137,United Kingdom,P0322,Books,3,73.18,219.54
C505055,2023-05-14,11290,United Kingdom,P0165,Home & Garden,5,14.05,70.25
C500834,2023-05-14,10230,United Kingdom,P0135,Pet Supplies,3,30.11,90.33
C505055,2023-05-14,11290,United Kingdom,P0267,Food & Grocery,5,19.23,96.15
C500578,2023-05-14,10156,United Kingdom,P0180,Sports & Outdoors,5,19.15,95.75
C500083,2023-05-14,10019,United Kingdom,P0123,Tools,2,27.14,54.28
C508792,2023-05-14,12275,United Kingdom,P0235,Books,1,89.18,89.18
C500999,2023-05-14,10274,Spain,P0372,Office,1,9.64,9.64
C508792,2023-05-14,12275,United Kingdom,P0366,Jewelry,6,19.34,116.04
C501920,2023-05-14,10495,United Kingdom,P0395,Books,5,15.28,76.4
C508792,2023-05-14,12275,United Kingdom,P0110,Baby,2,0.8,1.6
C508792,2023-05-14,12275,United Kingdom,P0032,Music,1,14.73,14.73
C501365,2023-05-14,10358,Germany,P0188,Tools,1,9.37,9.37
C508792,2023-05-14,12275,United Kingdom,P0295,Music,4,8.2,32.8
C502186,2023-05-14,10560,Germany,P0285,Clothing,5,5.68,28.4
C506669,2023-05-15,11729,Germany,P0181,Tools,1,10.49,10.49
C506669,2023-05-15,11729,Germany,P0341,Books,3,8.5,25.5
C506387,2023-05-15,11644,United Kingdom,P0071,Office,3,4.77,14.31
C502101,2023-05-15,10540,Netherlands,P0131,Pet Supplies,6,6.79,40.74
C506646,2023-05-15,11723,United Kingdom,P0080,Toys,6,18.87,113.22
C506646,2023-05-15,11723,United Kingdom,P0313,Toys,1,15.36,15.36
C507370,2023-05-15,11907,Netherlands,P0121,Pet Supplies,6,18.69,112.14
C508017,2023-05-15,12076,United Kingdom,P0381,Jewelry,2,6.8,13.6
C506309,2023-05-15,11623,United Kingdom,P0225,Office,4,21.53,86.12
C506725,2023-05-15,11742,United Kingdom,P0340,Health,5,19.35,96.75
C507913,2023-05-15,12059,United Kingdom,P0376,Music,1,22.77,22.77
C502188,2023-05-15,10560,Germany,P0324,Beauty,3,29.34,88.02
C507734,2023-05-15,12010,United Kingdom,P0174,Food & Grocery,5,48.92,244.6
C501255,2023-05-15,10335,United Kingdom,P0038,Home & Garden,3,12.66,37.98
C506669,2023-05-15,11729,Germany,P0173,Music,1,6.61,6.61
C502721,2023-05-15,10701,United Kingdom,P0097,Books,1,25.17,25.17
C506725,2023-05-15,11742,United Kingdom,P0356,Electronics,2,19.07,38.14
C504740,2023-05-15,11205,Spain,P0167,Toys,5,16.27,81.35
C501255,2023-05-15,10335,United Kingdom,P0131,Pet Supplies,1,6.74,6.74
C501255,2023-05-15,10335,United Kingdom,P0085,Clothing,6,21.59,129.54
C501255,2023-05-15,10335,United Kingdom,P0347,Books,1,5.74,5.74
C508784,2023-05-16,12272,Netherlands,P0213,Tools,2,12.51,25.02
C506789,2023-05-16,11758,United Kingdom,P0176,Health,3,31.05,93.15
C506789,2023-05-16,11758,United Kingdom,P0330,Home & Garden,6,4.89,29.34
C506789,2023-05-16,11758,United Kingdom,P0084,Tools,6,3.29,19.74
C506789,2023-05-16,11758,United Kingdom,P0128,Music,6,19.87,119.22
C501256,2023-05-16,10336,France,P0214,Health,3,22.23,66.69
C506162,2023-05-16,11581,Spain,P0195,Office,6,5.18,31.08
C505143,2023-05-16,11312,United Kingdom,P0264,Clothing,5,68.1,340.5
C506202,2023-05-16,11591,Germany,P0267,Food & Grocery,4,19.22,76.88
C504277,2023-05-16,11085,United Kingdom,P0125,Food & Grocery,6,10.43,62.58
C506789,2023-05-16,11758,United Kingdom,P0089,Electronics,2,16.83,33.66
C505096,2023-05-16,11301,United Kingdom,P0393,Baby,3,8.96,26.88
C508784,2023-05-16,12272,Netherlands,P0202,Toys,5,17.53,87.65
C508456,2023-05-16,12188,United Kingdom,P0213,Tools,5,12.69,63.45
C508574,2023-05-16,12217,Germany,P0182,Jewelry,2,41.19,82.38
C506979,2023-05-16,11801,United Kingdom,P0395,Books,6,15.0,90.0
C506979,2023-05-16,11801,United Kingdom,P0070,Electronics,5,32.63,163.15
C504775,2023-05-16,11216,United Kingdom,P0389,Automotive,5,6.88,34.4
C506979,2023-05-16,11801,United Kingdom,P0094,Beauty,3,11.92,35.76
C506949,2023-05-16,11793,United Kingdom,P0101,Electronics,5,43.99,219.95
C500137,2023-05-16,10033,United Kingdom,P0242,Music,2,49.62,99.24
C509591,2023-05-16,12493,Netherlands,P0230,Beauty,3,2.5,7.5
C506949,2023-05-16,11793,United Kingdom,P0374,Automotive,1,4.61,4.61
C500605,2023-05-16,10162,Spain,P0119,Sports & Outdoors,4,5.85,23.4
C504800,2023-05-16,11225,Netherlands,P0344,Clothing,4,7.91,31.64
C502957,2023-05-16,10743,United Kingdom,P0081,Music,2,10.51,21.02
C509591,2023-05-16,12493,Netherlands,P0111,Tools,3,7.77,23.31
C501590,2023-05-16,10411,United Kingdom,P0164,Electronics,1,32.56,32.56
C501638,2023-05-16,10422,Spain,P0198,Pet Supplies,1,23.75,23.75
C505703,2023-05-16,11457,United Kingdom,P0006,Pet Supplies,3,7.06,21.18
C505671,2023-05-16,11447,Netherlands,P0279,Office,1,2.92,2.92
C503007,2023-05-16,10758,United Kingdom,P0023,Food & Grocery,6,36.71,220.26
C503007,2023-05-16,10758,United Kingdom,P0133,Pet Supplies,2,3.35,6.7
C503007,2023-05-16,10758,United Kingdom,P0196,Office,4,10.3,41.2
C505598,2023-05-17,11425,France,P0210,Toys,3,16.35,49.05
C505598,2023-05-17,11425,France,P0186,Office,5,25.88,129.4
C505598,2023-05-17,11425,France,P0036,Music,6,8.63,51.78
C505598,2023-05-17,11425,France,P0013,Health,4,25.71,102.84
C503848,2023-05-17,10974,United Kingdom,P0174,Food & Grocery,6,48.81,292.86
C505289,2023-05-17,11347,United Kingdom,P0275,Books,1,32.62,32.62
C506267,2023-05-17,11612,France,P0083,Food & Grocery,4,31.21,124.84
C500484,2023-05-17,10128,United Kingdom,P0391,Clothing,6,61.41,368.46
C504528,2023-05-17,11154,United Kingdom,P0087,Home & Garden,4,37.44,149.76
C500484,2023-05-17,10128,United Kingdom,P0016,Books,3,14.91,44.73
C502316,2023-05-17,10596,United Kingdom,P0394,Clothing,1,29.76,29.76
C506267,2023-05-17,11612,France,P0209,Sports & Outdoors,5,67.04,335.2
C506267,2023-05-17,11612,France,P0274,Automotive,5,8.27,41.35
C505289,2023-05-17,11347,United Kingdom,P0274,Automotive,6,8.05,48.3
C504528,2023-05-17,11154,United Kingdom,P0168,Toys,1,20.1,20.1
C500484,2023-05-17,10128,United Kingdom,P0101,Electronics,5,43.87,219.35
C504528,2023-05-17,11154,United Kingdom,P0303,Jewelry,1,9.54,9.54
C505289,2023-05-17,11347,United Kingdom,P0011,Toys,2,9.24,18.48
C504646,2023-05-17,11186,United Kingdom,P0270,Beauty,6,15.16,90.96
C503944,2023-05-17,10995,United Kingdom,P0145,Tools,4,23.17,92.68
C503944,2023-05-17,10995,United Kingdom,P0229,Sports & Outdoors,4,10.67,42.68
C506925,2023-05-17,11787,Spain,P0009,Office,6,35.09,210.54
C506925,2023-05-17,11787,Spain,P0289,Food & Grocery,1,17.78,17.78
C502778,2023-05-17,10716,Germany,P0257,Beauty,4,27.9,111.6
C503848,2023-05-17,10974,United Kingdom,P0169,Jewelry,3,30.25,90.75
C503848,2023-05-17,10974,United Kingdom,P0279,Office,2,3.21,6.42
C506925,2023-05-17,11787,Spain,P0216,Books,3,19.82,59.46
C505289,2023-05-17,11347,United Kingdom,P0056,Baby,1,28.58,28.58
C503848,2023-05-17,10974,United Kingdom,P0277,Jewelry,2,3.94,7.88
C504528,2023-05-17,11154,United Kingdom,P0071,Office,4,4.44,17.76
C506267,2023-05-17,11612,France,P0284,Electronics,4,72.95,291.8
C500559,2023-05-17,10151,United Kingdom,P0110,Baby,5,0.69,3.45
C503842,2023-05-17,10973,United Kingdom,P0036,Music,2,8.92,17.84
C500484,2023-05-17,10128,United Kingdom,P0264,Clothing,2,68.19,136.38
C505598,2023-05-17,11425,France,P0239,Baby,2,27.23,54.46
C505598,2023-05-17,11425,France,P0028,Baby,3,31.21,93.63
C505598,2023-05-17,11425,France,P0128,Music,1,19.78,19.78
C500661,2023-05-17,10179,United Kingdom,P0141,Home & Garden,6,37.46,224.76
C505289,2023-05-17,11347,United Kingdom,P0311,Toys,2,21.61,43.22
C500484,2023-05-17,10128,United Kingdom,P0367,Office,2,34.7,69.4
C505598,2023-05-17,11425,France,P0076,Books,3,9.54,28.62
C503186,2023-05-18,10805,United Kingdom,P0223,Music,6,9.02,54.12
C504051,2023-05-18,11020,United Kingdom,P0257,Beauty,4,28.09,112.36
C504048,2023-05-18,11019,United Kingdom,P0212,Pet Supplies,4,32.91,131.64
C503186,2023-05-18,10805,United Kingdom,P0272,Baby,4,31.9,127.6
C503186,2023-05-18,10805,United Kingdom,P0262,Sports & Outdoors,3,23.8,71.4
C505041,2023-05-18,11285,Spain,P0357,Food & Grocery,6,8.56,51.36
C500431,2023-05-18,10120,Spain,P0390,Clothing,5,28.41,142.05
C501973,2023-05-18,10507,France,P0063,Automotive,5,34.47,172.35
C505943,2023-05-18,11520,Netherlands,P0022,Electronics,3,23.12,69.36
C505099,2023-05-18,11301,United Kingdom,P0009,Office,2,35.4,70.8
C505445,2023-05-18,11387,United Kingdom,P0395,Books,3,15.24,45.72
C505445,2023-05-18,11387,United Kingdom,P0353,Food & Grocery,3,12.06,36.18
C508431,2023-05-18,12181,United Kingdom,P0384,Sports & Outdoors,3,8.61,25.83
C508431,2023-05-18,12181,United Kingdom,P0030,Sports & Outdoors,2,7.19,14.38
C502765,2023-05-18,10711,Netherlands,P0366,Jewelry,5,20.1,100.5
C506069,2023-05-18,11551,United Kingdom,P0390,Clothing,6,28.11,168.66
C506069,2023-05-18,11551,United Kingdom,P0113,Jewelry,6,5.99,35.94
C506433,2023-05-18,11660,France,P0394,Clothing,2,29.99,59.98
C505392,2023-05-18,11374,United Kingdom,P0017,Food & Grocery,4,10.07,40.28
C502765,2023-05-18,10711,Netherlands,P0323,Electronics,5,14.32,71.6
C502765,2023-05-18,10711,Netherlands,P0239,Baby,1,27.3,27.3
C509097,2023-05-18,12356,United Kingdom,P0388,Automotive,3,37.3,111.9
C501511,2023-05-18,10387,United Kingdom,P0033,Office,5,33.8,169.0
C508576,2023-05-18,12217,Germany,P0113,Jewelry,6,6.14,36.84
C508576,2023-05-18,12217,Germany,P0286,Home & Garden,4,3.89,15.56
C508576,2023-05-18,12217,Germany,P0236,Jewelry,1,41.23,41.23
C508938,2023-05-18,12314,Netherlands,P0159,Music,3,46.47,139.41
C508938,2023-05-18,12314,Netherlands,P0256,Toys,6,19.8,118.8
C508938,2023-05-18,12314,Netherlands,P0187,Toys,2,10.8,21.6
C503806,2023-05-18,10963,United Kingdom,P0377,Home & Garden,1,8.46,8.46
C505660,2023-05-18,11443,United Kingdom,P0257,Beauty,6,28.16,168.96
C505041,2023-05-18,11285,Spain,P0182,Jewelry,2,41.46,82.92
C503650,2023-05-18,10920,United Kingdom,P0087,Home & Garden,1,37.97,37.97
C500257,2023-05-18,10070,United Kingdom,P0193,Tools,2,22.22,44.44
C509170,2023-05-18,12377,United Kingdom,P0054,Toys,3,28.57,85.71
C502765,2023-05-18,10711,Netherlands,P0272,Baby,2,31.96,63.92
C500095,2023-05-18,10022,Germany,P0023,Food & Grocery,2,36.3,72.6
C503466,2023-05-18,10880,United Kingdom,P0260,Automotive,1,5.22,5.22
C501973,2023-05-18,10507,France,P0224,Electronics,3,38.12,114.36
C503466,2023-05-18,10880,United Kingdom,P0280,Books,2,14.84,29.68
C507936,2023-05-19,12063,Germany,P0074,Sports & Outdoors,3,19.33,57.99
C507651,2023-05-19,11989,United Kingdom,P0296,Beauty,3,11.75,35.25
C507651,2023-05-19,11989,United Kingdom,P0213,Tools,2,12.67,25.34
C506803,2023-05-19,11760,United Kingdom,P0251,Automotive,6,19.02,114.12
C505599,2023-05-19,11425,France,P0221,Clothing,5,40.62,203.1
C505599,2023-05-19,11425,France,P0155,Office,5,11.01,55.05
C508197,2023-05-19,12118,Netherlands,P0070,Electronics,4,32.58,130.32
C508020,2023-05-19,12076,United Kingdom,P0032,Music,6,14.63,87.78
C507557,2023-05-19,11963,United Kingdom,P0173,Music,3,6.61,19.83
C507729,2023-05-19,12010,United Kingdom,P0180,Sports & Outdoors,5,19.63,98.15
C509593,2023-05-19,12494,United Kingdom,P0072,Automotive,3,12.56,37.68
C509593,2023-05-19,12494,United Kingdom,P0322,Books,5,73.79,368.95
C500385,2023-05-19,10107,United Kingdom,P0024,Music,4,18.65,74.6
C506385,2023-05-19,11644,United Kingdom,P0288,Home & Garden,4,25.21,100.84
C507936,2023-05-19,12063,Germany,P0399,Home & Garden,6,15.68,94.08
C501701,2023-05-19,10437,United Kingdom,P0032,Music,4,15.03,60.12
C507989,2023-05-19,12070,United Kingdom,P0085,Clothing,5,20.94,104.7
C503797,2023-05-19,10960,United Kingdom,P0172,Clothing,2,8.0,16.0
C500458,2023-05-19,10124,Spain,P0297,Toys,3,7.21,21.63
C500458,2023-05-19,10124,Spain,P0143,Food & Grocery,5,9.86,49.3
C503178,2023-05-19,10803,France,P0055,Books,3,28.08,84.24
C503797,2023-05-19,10960,United Kingdom,P0149,Food & Grocery,6,11.2,67.2
C507018,2023-05-19,11806,United Kingdom,P0048,Jewelry,1,24.21,24.21
C507936,2023-05-19,12063,Germany,P0366,Jewelry,2,19.38,38.76
C504060,2023-05-19,11024,Germany,P0381,Jewelry,5,6.17,30.85
C508454,2023-05-19,12188,United Kingdom,P0250,Jewelry,2,18.46,36.92
C503625,2023-05-19,10915,Spain,P0185,Sports & Outdoors,1,13.58,13.58
C507073,2023-05-19,11818,United Kingdom,P0219,Toys,6,28.22,169.32
C500676,2023-05-20,10184,France,P0399,Home & Garden,4,16.0,64.0
C505013,2023-05-20,11277,United Kingdom,P0298,Sports & Outdoors,4,17.46,69.84
C505999,2023-05-20,11531,Germany,P0129,Music,1,31.73,31.73
C502843,2023-05-20,10731,United Kingdom,P0001,Books,5,21.76,108.8
C500762,2023-05-20,10209,United Kingdom,P0390,Clothing,1,28.74,28.74
C502843,2023-05-20,10731,United Kingdom,P0381,Jewelry,1,6.75,6.75
C500762,2023-05-20,10209,United Kingdom,P0373,Baby,4,3.83,15.32
C504529,2023-05-20,11154,United Kingdom,P0209,Sports & Outdoors,2,67.11,134.22
C505556,2023-05-20,11415,United Kingdom,P0284,Electronics,3,72.36,217.08
C502763,2023-05-20,10711,Netherlands,P0349,Toys,1,91.96,91.96
C502763,2023-05-20,10711,Netherlands,P0086,Jewelry,1,10.13,10.13
C500852,2023-05-20,10232,Netherlands,P0152,Home & Garden,4,18.34,73.36
C500852,2023-05-20,10232,Netherlands,P0375,Books,4,18.75,75.0
C505013,2023-05-20,11277,United Kingdom,P0175,Beauty,6,35.34,212.04
C501009,2023-05-20,10277,France,P0154,Sports & Outdoors,6,53.93,323.58
C500762,2023-05-20,10209,United Kingdom,P0118,Food & Grocery,2,62.23,124.46
C502763,2023-05-20,10711,Netherlands,P0090,Food & Grocery,3,27.77,83.31
C507959,2023-05-20,12066,Netherlands,P0109,Tools,2,16.79,33.58
C501480,2023-05-20,10381,United Kingdom,P0251,Automotive,6,18.59,111.54
C502843,2023-05-20,10731,United Kingdom,P0026,Beauty,6,14.45,86.7
C508488,2023-05-20,12195,United Kingdom,P0187,Toys,1,11.5,11.5
C500852,2023-05-20,10232,Netherlands,P0232,Music,1,9.12,9.12
C501480,2023-05-20,10381,United Kingdom,P0113,Jewelry,6,5.84,35.04
C502843,2023-05-20,10731,United Kingdom,P0391,Clothing,1,62.04,62.04
C502763,2023-05-20,10711,Netherlands,P0121,Pet Supplies,6,18.07,108.42
C501480,2023-05-20,10381,United Kingdom,P0162,Food & Grocery,4,55.01,220.04
C500762,2023-05-20,10209,United Kingdom,P0243,Automotive,2,11.91,23.82
C505013,2023-05-20,11277,United Kingdom,P0218,Baby,5,18.43,92.15
C508336,2023-05-20,12157,United Kingdom,P0154,Sports & Outdoors,3,53.66,160.98
C508336,2023-05-20,12157,United Kingdom,P0173,Music,4,6.17,24.68
C500852,2023-05-20,10232,Netherlands,P0169,Jewelry,5,30.25,151.25
C500155,2023-05-20,10038,Germany,P0210,Toys,6,16.47,98.82
C508336,2023-05-20,12157,United Kingdom,P0169,Jewelry,1,29.71,29.71
C508336,2023-05-20,12157,United Kingdom,P0374,Automotive,4,4.62,18.48
C507959,2023-05-20,12066,Netherlands,P0336,Pet Supplies,2,76.74,153.48
C508336,2023-05-20,12157,United Kingdom,P0005,Food & Grocery,4,27.18,108.72
C506341,2023-05-20,11632,France,P0344,Clothing,2,7.58,15.16
C501740,2023-05-21,10448,France,P0317,Home & Garden,2,11.11,22.22
C505847,2023-05-21,11493,Spain,P0016,Books,5,14.55,72.75
C502679,2023-05-21,10692,Spain,P0284,Electronics,2,72.72,145.44
C503439,2023-05-21,10872,United Kingdom,P0212,Pet Supplies,6,33.05,198.3
C501740,2023-05-21,10448,France,P0271,Baby,4,41.96,167.84
C503439,2023-05-21,10872,United Kingdom,P0011,Toys,6,9.1,54.6
C502847,2023-05-21,10733,United Kingdom,P0281,Music,5,33.75,168.75
C501740,2023-05-21,10448,France,P0187,Toys,4,11.68,46.72
C503439,2023-05-21,10872,United Kingdom,P0326,Health,5,249.02,1245.1
C502679,2023-05-21,10692,Spain,P0301,Home & Garden,5,27.88,139.4
C507217,2023-05-21,11859,Spain,P0315,Food & Grocery,6,35.01,210.06
C506471,2023-05-21,11671,United Kingdom,P0238,Health,6,8.48,50.88
C506388,2023-05-21,11645,United Kingdom,P0118,Food & Grocery,6,61.49,368.94
C502679,2023-05-21,10692,Spain,P0018,Food & Grocery,4,8.46,33.84
C506471,2023-05-21,11671,United Kingdom,P0184,Home & Garden,3,8.62,25.86
C506471,2023-05-21,11671,United Kingdom,P0005,Food & Grocery,5,26.91,134.55
C500314,2023-05-21,10086,Germany,P0032,Music,1,15.47,15.47
C500094,2023-05-21,10022,Germany,P0146,Health,4,36.14,144.56
C502679,2023-05-21,10692,Spain,P0150,Clothing,1,34.05,34.05
C500094,2023-05-21,10022,Germany,P0362,Automotive,3,11.52,34.56
C507970,2023-05-21,12067,United Kingdom,P0145,Tools,6,23.4,140.4
C504150,2023-05-21,11050,United Kingdom,P0372,Office,6,9.48,56.88
C505773,2023-05-21,11473,United Kingdom,P0375,Books,4,18.51,74.04
C502679,2023-05-21,10692,Spain,P0277,Jewelry,2,3.71,7.42
C500094,2023-05-21,10022,Germany,P0039,Health,2,37.76,75.52
C508667,2023-05-21,12241,United Kingdom,P0027,Electronics,5,183.22,916.1
C506017,2023-05-22,11537,France,P0333,Health,6,5.7,34.2
C506017,2023-05-22,11537,France,P0189,Jewelry,2,22.32,44.64
C506017,2023-05-22,11537,France,P0246,Home & Garden,1,16.88,16.88
C500539,2023-05-22,10145,United Kingdom,P0151,Clothing,4,30.77,123.08
C502449,2023-05-22,10625,United Kingdom,P0388,Automotive,5,36.84,184.2
C507228,2023-05-22,11863,United Kingdom,P0062,Sports & Outdoors,4,13.75,55.0
C504302,2023-05-22,11092,Spain,P0228,Automotive,5,9.1,45.5
C503122,2023-05-22,10789,Netherlands,P0060,Clothing,1,40.56,40.56
C506017,2023-05-22,11537,France,P0334,Beauty,4,10.98,43.92
C503122,2023-05-22,10789,Netherlands,P0245,Jewelry,1,56.97,56.97
C503122,2023-05-22,10789,Netherlands,P0312,Books,2,16.92,33.84
C503862,2023-05-22,10976,Netherlands,P0208,Jewelry,4,28.71,114.84
C503122,2023-05-22,10789,Netherlands,P0039,Health,1,37.34,37.34
C503862,2023-05-22,10976,Netherlands,P0220,Health,5,62.58,312.9
C503122,2023-05-22,10789,Netherlands,P0003,Tools,5,9.7,48.5
C500539,2023-05-22,10145,United Kingdom,P0106,Jewelry,5,26.4,132.0
C502449,2023-05-22,10625,United Kingdom,P0043,Baby,4,25.4,101.6
C503122,2023-05-22,10789,Netherlands,P0087,Home & Garden,5,37.67,188.35
C502449,2023-05-22,10625,United Kingdom,P0133,Pet Supplies,5,3.06,15.3
C500539,2023-05-22,10145,United Kingdom,P0069,Jewelry,6,4.15,24.9
C506017,2023-05-22,11537,France,P0259,Health,3,6.5,19.5
C502595,2023-05-22,10668,United Kingdom,P0339,Music,3,63.6,190.8
C506017,2023-05-22,11537,France,P0204,Books,4,18.19,72.76
C505965,2023-05-22,11521,United Kingdom,P0265,Office,6,20.11,120.66
C506017,2023-05-22,11537,France,P0255,Clothing,4,15.78,63.12
C501549,2023-05-22,10398,United Kingdom,P0065,Electronics,2,15.13,30.26
C501549,2023-05-22,10398,United Kingdom,P0083,Food & Grocery,4,31.62,126.48
C502595,2023-05-22,10668,United Kingdom,P0204,Books,5,17.98,89.9
C502600,2023-05-22,10670,France,P0380,Baby,4,16.74,66.96
C502820,2023-05-22,10725,Germany,P0188,Tools,6,8.91,53.46
C501549,2023-05-22,10398,United Kingdom,P0072,Automotive,6,12.57,75.42
C501549,2023-05-22,10398,United Kingdom,P0128,Music,2,19.62,39.24
C501549,2023-05-22,10398,United Kingdom,P0017,Food & Grocery,6,9.6,57.6
C502820,2023-05-22,10725,Germany,P0045,Music,6,20.42,122.52
C501549,2023-05-22,10398,United Kingdom,P0025,Jewelry,2,62.97,125.94
C501549,2023-05-22,10398,United Kingdom,P0294,Electronics,2,24.36,48.72
C501549,2023-05-22,10398,United Kingdom,P0211,Toys,3,25.07,75.21
C501549,2023-05-22,10398,United Kingdom,P0194,Tools,1,4.92,4.92
C501549,2023-05-22,10398,United Kingdom,P0092,Electronics,6,6.87,41.22
C504152,2023-05-22,11051,Netherlands,P0198,Pet Supplies,4,23.99,95.96
C505965,2023-05-22,11521,United Kingdom,P0139,Automotive,1,12.29,12.29
C502820,2023-05-22,10725,Germany,P0392,Baby,1,2.6,2.6
C501549,2023-05-22,10398,United Kingdom,P0388,Automotive,2,36.66,73.32
C504393,2023-05-22,11115,United Kingdom,P0101,Electronics,2,44.17,88.34
C502172,2023-05-22,10557,Germany,P0278,Home & Garden,4,6.8,27.2
C502590,2023-05-23,10666,United Kingdom,P0246,Home & Garden,6,16.53,99.18
C502590,2023-05-23,10666,United Kingdom,P0075,Electronics,3,6.88,20.64
C502590,2023-05-23,10666,United Kingdom,P0200,Tools,3,37.8,113.4
C507728,2023-05-23,12010,United Kingdom,P0188,Tools,4,9.14,36.56
C501159,2023-05-23,10318,United Kingdom,P0114,Toys,3,72.94,218.82
C502590,2023-05-23,10666,United Kingdom,P0358,Home & Garden,4,23.19,92.76
C509269,2023-05-23,12402,France,P0047,Tools,5,6.56,32.8
C509269,2023-05-23,12402,France,P0332,Music,4,9.53,38.12
C508028,2023-05-23,12078,United Kingdom,P0302,Clothing,2,11.42,22.84
C508664,2023-05-23,12241,United Kingdom,P0228,Automotive,5,9.33,46.65
C501351,2023-05-23,10356,United Kingdom,P0163,Music,3,18.91,56.73
C501351,2023-05-23,10356,United Kingdom,P0092,Electronics,1,6.76,6.76
C503266,2023-05-23,10827,Germany,P0347,Books,2,5.43,10.86
C502590,2023-05-23,10666,United Kingdom,P0172,Clothing,1,7.47,7.47
C502590,2023-05-23,10666,United Kingdom,P0147,Clothing,6,30.87,185.22
C502590,2023-05-23,10666,United Kingdom,P0089,Electronics,4,16.85,67.4
C501464,2023-05-23,10381,United Kingdom,P0190,Toys,3,22.49,67.47
C503266,2023-05-23,10827,Germany,P0187,Toys,2,11.67,23.34
C508671,2023-05-23,12243,United Kingdom,P0113,Jewelry,6,6.0,36.0
C500952,2023-05-23,10262,France,P0053,Music,2,7.7,15.4
C505400,2023-05-23,11378,United Kingdom,P0011,Toys,2,8.74,17.48
C507385,2023-05-23,11910,Germany,P0254,Automotive,4,7.7,30.8
C505400,2023-05-23,11378,United Kingdom,P0240,Office,4,6.36,25.44
C507280,2023-05-23,11879,Spain,P0028,Baby,1,31.41,31.41
C503792,2023-05-23,10959,France,P0244,Toys,6,3.77,22.62
C503792,2023-05-23,10959,France,P0101,Electronics,1,43.63,43.63
C503792,2023-05-23,10959,France,P0260,Automotive,6,5.1,30.6
C505400,2023-05-23,11378,United Kingdom,P0020,Beauty,5,17.31,86.55
C501159,2023-05-23,10318,United Kingdom,P0223,Music,3,9.67,29.01
C501159,2023-05-23,10318,United Kingdom,P0324,Beauty,2,29.94,59.88
